Year,Date,Name,Sex,Country_killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local_Foreign,Source_of_Fire,Type_of_Death,Impunity_for_Murder,Taken_Captive,Threatened,Tortured,Link
1997,20-Nov-97,Jairo Elêas Mörquez Gallego,Male,Colombia,El Marqu_s,Colombia,Print,Editor,Corruption,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1997/jairo-elias-marquez-gallego.php
1997,19-Nov-97,S. Gangadhara Raju,Male,India,Eenadu Television (E-TV),India,Television,Camera Operator,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/1997/s-gangadhara-raju.php
1997,19-Nov-97,S. Krishna,Male,India,Eenadu Television (E-TV),India,Television,Camera Operator,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/1997/s-krishna.php
1997,19-Nov-97,G. Raja Sekhar,Male,India,Eenadu Television (E-TV),India,Television,Technician,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/1997/g-raja-sekhar.php
1997,19-Nov-97,Jagadish Babu,Male,India,Eenadu Television (E-TV),India,Television,Producer,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/1997/jagadish-babu.php
1997,19-Nov-97,P. Srinivas Rao,Male,India,Eenadu Television (E-TV),India,Television,Camera Operator,"Business, Culture",No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/1997/p-srinivas-rao.php
1997,8-Nov-97,Francisco Castro Menco,Male,Colombia,Fundaciãn Cultural,Colombia,Radio,Publisher,"Human Rights, Politics",No,Local,"Paramilitary Group, Political Group",Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1997/francisco-castro-menco.php
1997,29-Oct-97,Edgar Lopes de Faria,Male,Brazil,FM Capital,Brazil,Television,Columnist,"Crime, Human Rights",No,Local,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1997/edgar-lopes-de-faria.php
1997,11-Aug-97,Borys Derevyanko,Male,Ukraine,Vechernyaya Odessa,Ukraine,Print,Editor,Politics,No,Local,Government Officials,Murder,Partial,No,No,"No
",https://www.cpj.org/killed/1997/borys-derevyanko.php
1997,26-Jul-97,Vêctor Hernöndez Martênez,Male,Mexico,Como,Mexico,Print,Print Reporter,Crime,No,Local,Government Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1997/victor-hernandez-martinez.php
1997,25-Jul-97,Naimullah,Male,Indonesia,Sinar Pagi,Indonesia,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1997/naimullah.php
1997,15-Jul-97,Benjamên Flores Gonzölez,Male,Mexico,La Prensa,Mexico,Print,"Editor, Publisher","Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1997/benjamin-flores-gonzalez.php
1997,7-Jul-97,Michael Senior,Male,Cambodia,Freelancer,Canada,"Print, Television","Broadcast, Photographer",Politics,No,Local,Military Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1997/michael-senior.php
1997,11-Jun-97,Muhammad Sayuti Bochari,Male,Indonesia,Pos Makasar,Indonesia,Print,Print Reporter,Corruption,No,Local,Government Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1997/muhammad-sayuti-bochari.php
1997,5-Jun-97,Jorge Luis Marroquên Sagastume,Male,Guatemala,Sol Chortê,Guatemala,Print,Editor,"Corruption, Politics",No,Local,Government Officials,Murder,Partial,No,No,"No
",https://www.cpj.org/killed/1997/jorge-luis-marroquin-sagastume.php
1997,3-Jun-97,Ishmael Jalloh,Male,Sierra Leone,Freelancer,Sierra Leone,Print,Print Reporter,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/1997/ishmael-jalloh.php
1997,3-Jun-97,Danny Hernandez,Male,Philippines,People's Journal Tonight ,Philippines,Print,"Columnist, Editor","Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1997/danny-hernandez.php
1997,22-May-97,Jes“s Abel Bueno Leãn,Male,Mexico,7 Dêas,Mexico,Print,Editor,Politics,No,Local,Military Officials,Murder,Yes,Yes ,Yes,"No
",https://www.cpj.org/killed/1997/jesus-abel-bueno-leon.php
1997,30-Mar-97,Chet Duong Daravuth,Male,Cambodia,Neak Prayuth,Cambodia,Print,Print Reporter,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/1997/chet-duong-daravuth.php
1997,20-Mar-97,Gerardo Bedoya Borrero,Male,Colombia,El Paês,Colombia,Print,"Columnist, Editor","Crime, Politics",No,Local,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1997/gerardo-bedoya-borrero.php
1997,18-Mar-97,Freddy Elles Ahumada,Male,Colombia,Freelancer,Colombia,Print,Photographer,Human Rights,Yes,Local,Unknown Fire,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/1997/freddy-elles-ahumada.php
1997,16-Mar-97,Saidan Shafi,Male,India,Doordarshan TV,India,Television,Broadcast,Politics,No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1997/saidan-shafi.php
1997,22-Feb-97,Ebrahim Zalzadeh,Male,Iran,Mayar,Iran,Print,Publisher,"Business, Culture, Human Rights, Politics",No,Local,Political Group,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/1997/ebrahim-zalzadeh.php
1997,25-Jan-97,Jos_ Luis Cabezas,Male,Argentina,Noticias,Argentina,Print,Photographer,Crime,No,Local,Criminal Group,Murder,No,Yes,No,"No
",https://www.cpj.org/killed/1997/jose-luis-cabezas.php
1997,18-Jan-97,Z.A. Shahid,Male,Pakistan,Khabrain,Pakistan,Print,Photographer,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/1997/za-shahid.php
1997,1-Jan-97,Altaf Ahmed Faktoo,Male,India,Doordarshan TV,India,Television,Broadcast,Politics,No,Local,Political Group,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/1997/altaf-ahmed-faktoo.php
1996,30-Oct-96,Antonio Casemero,Male,Angola,Televisao Popular de Angola,Angola,Television,Broadcast,"Culture, Politics",No,Local,Government Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1996/antonio-casemero.php
1996,18-Oct-96,Norvey Dêaz,Male,Colombia,Radio Colina,Colombia,Radio,Producer,"Crime, Human Rights",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1996/norvey-diaz.php
1996,16-Aug-96,Fuad Muhammad Syafruddin,Male,Indonesia,Bernas,Indonesia,Print,Print Reporter,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1996/fuad-muhammad-syafruddin.php
1996,12-Aug-96,Mohamed Guessab,Male,Algeria,Algerian Radio,Algeria,Radio,Columnist,Politics,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1996/mohamed-guessab.php
1996,11-Aug-96,Ramzan Khadzhiev,Male,Russia,Russian Public TV (ORT),Russia,Television,Producer,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1996/ramzan-khadzhiev.php
1996,6-Jul-96,Kutlu Adali,Male,Cyprus,Yeni Duzen,Cyprus,Print,Columnist,"Corruption, Crime",No,Local,Paramilitary Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1996/kutlu-adali.php
1996,26-Jun-96,Veronica Guerin,Female,Ireland,Sunday Independent,Ireland,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Partial,No,No,"No
",https://www.cpj.org/killed/1996/veronica-guerin.php
1996,18-May-96,Thun Bun Ly,Male,Cambodia,Odom K'tek Khmer,Cambodia,Print,Print Reporter,Politics,No,Local,Government Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1996/thun-bun-ly.php
1996,17-May-96,Parag Kumar Das,Male,India,Asomiya Pratidin,India,Print,Editor,Human Rights,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1996/parag-kumar-das.php
1996,12-May-96,Viktor Mikhailov,Male,Russia,Zabaikalsky Rabochy,Russia,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1996/viktor-mikhailov.php
1996,10-May-96,Igor Hrushetsky,Male,Ukraine,Freelancer,Ukraine,Print,Print Reporter,Corruption,Yes,Local,Government Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1996/igor-hrushetsky.php
1996,9-May-96,Nina Yefimova,Female,Russia,Vozrozhdeniye,Russia,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/1996/nina-yefimova.php
1996,10-Apr-96,Ghulam Rasool Sheikh,Male,India,Rehnuma-e-Kashmir and Saffron Times,India,Print,Editor,Human Rights,No,Local,Paramilitary Group,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/1996/ghulam-rasool-sheikh.php
1996,30-Mar-96,Nadezhda Chaikova,Female,Russia,Obshchaya Gazeta,Russia,Print,Print Reporter,War,No,Local,Military Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1996/nadezhda-chaikova.php
1996,28-Mar-96,Viktor Nikulin,Male,Tajikistan,Russian Public TV (ORT),Tajikistan,Television,Broadcast,"Business, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1996/viktor-nikulin.php
1996,12-Mar-96,Djilali Arabidou,Male,Algeria,Alg_rie-Actualit_,Algeria,Print,Photographer,War,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1996/djilali-arabidou.php
1996,11-Mar-96,Viktor Pimenov,Male,Russia,Vaynakh Television,Russia,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/1996/viktor-pimenov.php
1996,26-Feb-96,Felix Solovyov,Male,Russia,freelance,Russia,Print,"Photographer, Print Reporter",Crime,Yes,Local,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1996/felix-solovyov.php
1996,19-Feb-96,Mohammad Quamruzzaman,Male,Bangladesh,Neel Sagar,Bangladesh,Print,Print Reporter,Politics,No,Local,Military Officials,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/1996/mohammad-quamruzzaman.php
1996,13-Feb-96,Ferdinand Reyes,Male,Philippines,Press Freedom,Philippines,Print,Editor,"Corruption, Human Rights",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1996/ferdinand-reyes.php
1996,11-Feb-96,Allaoua Ait M'barak,Male,Algeria,Le Soir d'Alg_rie,Algeria,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1996/allaoua-ait-mbarak.php
1996,11-Feb-96,Mohamed Dorbane,Male,Algeria,Le Soir d'Alg_rie,Algeria,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1996/mohamed-dorbane.php
1996,11-Feb-96,Djamel Derraz,Male,Algeria,Le Soir d'Alg_rie,Algeria,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1996/djamel-derraz.php
1996,10-Feb-96,Abdallah Bouhachek,Male,Algeria,R_volution et Travail,Algeria,Print,Editor,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1996/abdallah-bouhachek.php
1996,10-Jan-96,Mohamed Mekati,Male,Algeria,El-Moudjahid,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1996/mohamed-mekati.php
1996,8-Jan-96,Metin G_ktepe,Male,Turkey,Evrensel,Turkey,Print,Columnist,"Corruption, Culture, Politics",No,Local,Government Officials,Murder,No,Yes,No,"No
",https://www.cpj.org/killed/1996/metin-goktepe.php
1995,27-Dec-95,Vadim Alferyev,Male,Russia,Segodnyashnyaya Gazeta,Russia,Print,Print Reporter,"Business, Crime",No,Local,Criminal Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1995/vadim-alferyev.php
1995,13-Dec-95,Shamkhan Kagirov,Male,Russia,Rossiskaya Gazeta and Vozrozheniye,Russia,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/1995/shamkhan-kagirov.php
1995,12-Dec-95,Mohyedin Alempour,Male,Tajikistan,BBC,Tajikistan,Radio,Producer,"Business, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/mohyedin-alempour.php
1995,12-Dec-95,Ernesto Acero Cadena,Male,Colombia,Informador Socioeconãmico,Colombia,Print,Editor,"Business, Corruption",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/ernesto-acero-cadena.php
1995,5-Dec-95,Khadija Dahmani,Female,Algeria,Echourouk al-Arabi,Algeria,Print,Print Reporter,War,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/khadija-dahmani.php
1995,2-Dec-95,Hamid Mahiout,Male,Algeria,Libert_,Algeria,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/1995/hamid-mahiout.php
1995,11-Nov-95,Gabriel Cruz Dêaz,Male,Colombia,El Heraldo,Colombia,Print,Print Reporter,"Human Rights, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/gabriel-cruz-diaz.php
1995,17-Oct-95,Sa«da Djebaili,Female,Algeria,Al-Hayat al-Arabia,Algeria,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/saida-djebaili.php
1995,3-Oct-95,Omar Ouartilan,Male,Algeria,El-Khabar,Algeria,Print,Editor,War,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/omar-ouartilan.php
1995,10-Sep-95,Mushtaq Ali,Male,India,Agence France-Presse and Asian News International,India,Print,"Camera Operator, Photographer",unknown,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/mushtaq-ali.php
1995,9-Sep-95,Sa«d Brahimi,Male,Algeria,Algerian State Television,Algeria,Television,Broadcast,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/said-brahimi.php
1995,4-Sep-95,Brahim Guaraoui,Male,Algeria,El-Moudjahid,Algeria,Print,Columnist,Politics,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/1995/brahim-guaraoui.php
1995,4-Sep-95,Yasmina Brikh,Female,Algeria,Algerian Radio,Algeria,Radio,Broadcast,"Culture, Sports",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/yasmina-brikh.php
1995,3-Sep-95,Sa«d Tazrout,Male,Algeria,Le Matin,Algeria,Print,Editor,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/said-tazrout.php
1995,29-Aug-95,Sayfettin Tepe,Male,Turkey,Yeni Politika,Turkey,Print,Print Reporter,"Culture, Politics",No,Local,Government Officials,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/1995/sayfettin-tepe.php
1995,29-Aug-95,Reinaldo Coutinho da Silva,Male,Brazil,Cachoeiras Jornal,Brazil,Print,unknown,Corruption,No,Local,Government Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1995/reinaldo-coutinho-da-silva.php
1995,20-Aug-95,Ameur Ouagueni,Male,Algeria,Le Matin,Algeria,Print,Editor,"Business, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/ameur-ouagueni.php
1995,17-Aug-95,Ivan Darêo Pelayo,Male,Colombia,Llanorömica,Colombia,Radio,Producer,unknown,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/ivan-dario-pelayo.php
1995,9-Aug-95,John Schofield,Male,Croatia,BBC,United Kingdom,Radio,Broadcast,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/1995/john-schofield.php
1995,2-Aug-95,Na«ma Hammouda,Female,Algeria,R_volution Africaine,Algeria,Print,Print Reporter,Culture,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/naima-hammouda.php
1995,1-Aug-95,Brian Smith,Male,Canada,CJOH-TV,Canada,Television,Broadcast,Sports,No,Local,Local Residents,Murder,No,No,No,"No
",https://www.cpj.org/killed/1995/brian-smith.php
1995,2-Jul-95,Juan Carlos Vösquez,Male,Dominican Republic,Ultima Hora,Dominican Republic,Print,Print Reporter,"Culture, Sports",No,Local,Military Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/juan-carlos-vasquez.php
1995,18-Jun-95,Ahmed (aka Hakim) Takouchet,Male,Algeria,Radio Cirta,Algeria,Radio,Broadcast,War,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/1995/ahmed-aka-hakim-takouchet.php
1995,17-Jun-95,Natalya Alyakina,Female,Russia,Focus and RUFA,Russia/Germany,"Print, Radio","Broadcast, Print Reporter",War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/1995/natalya-alyakina.php
1995,29-May-95,Farkhad Kerimov,Male,Russia,Associated Press TV,Russia,Television,Camera Operator,War,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/1995/farkhad-kerimov.php
1995,27-May-95,Mourad Hmaizi,Male,Algeria,Algerian State Television,Algeria,Television,Broadcast,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/mourad-hmaizi.php
1995,22-May-95,Bakhti Benaouda,Male,Algeria,El-Djoumhouria,Algeria,Print,Columnist,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/bakhti-benaouda.php
1995,21-May-95,Malika Sabour,Female,Algeria,Echourouk al-Arabi,Algeria,Print,Print Reporter,Culture,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/malika-sabour.php
1995,15-May-95,Azzedine Saidj,Male,Algeria,El-Ouma,Algeria,Print,Editor,"Culture, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/azzedine-saidj.php
1995,12-May-95,Aristeu Guida da Silva,Male,Brazil,A Gazeta de S o Fid_lis,Brazil,Print,Publisher,Corruption,No,Local,Government Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1995/aristeu-guida-da-silva.php
1995,1-May-95,Marcos Borges Ribeiro,Male,Brazil,Independente,Brazil,Print,Publisher,"Corruption, Human Rights",No,Local,Government Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1995/marcos-borges-ribeiro.php
1995,18-Apr-95,Vladimir Ivanov,Male,Ukraine,The Glory of Sevastopol,Ukraine,Print,Editor,"Business, Crime",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/vladimir-ivanov.php
1995,5-Apr-95,Vincent Francis,Male,Burundi,Worldwide Television News (WTN),United Kingdom,Television,"Broadcast, Editor","Culture, Politics",No,Foreign,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/vincent-francis.php
1995,4-Apr-95,Mekhlouf Boukzer,Male,Algeria,Algerian State Television,Algeria,Television,Broadcast,Sports,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/1995/mekhlouf-boukzer.php
1995,31-Mar-95,Rachida Hammadi,Female,Algeria,Algerian State Television,Algeria,Television,Broadcast,"Corruption, Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/rachida-hammadi.php
1995,27-Mar-95,Mohamed Abderrahmani,Male,Algeria,El-Moudjahid,Algeria,Print,Editor,"Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/mohamed-abderrahmani.php
1995,March 21 1995,Zaqueu de Oliveira,Male,Brazil,Gazeta de Barroso,Brazil,Print,Editor,Business,No,Local,Local Residents,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/zaqueu-de-oliveira.php
1995,21-Mar-95,Ali Boukerbache,Male,Algeria,Media-TV,Algeria,Television,Publisher,"Culture, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/ali-boukerbache.php
1995,17-Mar-95,Adil Bunyatov,Male,Azerbaijan,Reuters TV and Turan News Agency,Azerbaijan,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/1995/adil-bunyatov.php
1995,1-Mar-95,Vladislav Listyev,Male,Russia,Russian Public Television (OTR),Russia,Television,unknown,"Business, Crime, Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/vladislav-listyev.php
1995,17-Feb-95,Viatcheslav Rudnev,Male,Russia,Freelancer,Russia,Print,Print Reporter,"Corruption, Crime",Yes,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/viatcheslav-rudnev.php
1995,17-Feb-95,Djamel Ziater,Male,Algeria,El-Djoumhouria,Algeria,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/djamel-ziater.php
1995,9-Feb-95,Marcello Palmisano,Male,Somalia,RAI,Italy,Television,Camera Operator,War,No,Foreign,Criminal Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/marcello-palmisano.php
1995,5-Feb-95,Ruperto Armenta Gerardo,Male,Mexico,El Regional,Mexico,Print,Editor,unknown,No,Local,Local Residents,Murder,No,No,No,"No
",https://www.cpj.org/killed/1995/ruperto-armenta-gerardo.php
1995,1-Feb-95,Nacer Ouari,Male,Algeria,Algerian State Television,Algeria,Television,Producer,War,No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1995/nacer-ouari.php
1995,18-Jan-95,Ricardo de Mello,Male,Angola,Imparcial Fax,Angola,Print,Editor,"Politics, War",No,Local,Military Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1995/ricardo-de-mello.php
1995,12-Jan-95,Abdelhamid Yahiaoui,Male,Algeria,El-Chaab,Algeria,Print,Editor,War,No,Local,Unknown Fire,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/1995/abdelhamid-yahiaoui.php
1995,10-Jan-95,Jochen Piest,Male,Russia,Stern,Germany,Print,Print Reporter,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/1995/jochen-piest.php
1995,7-Jan-95,Ali Abboud,Male,Algeria,Radio Chaine 1,Algeria,Radio,Producer,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1995/ali-abboud.php
1995,6-Jan-95,Zineddine Aliou Salah,Male,Algeria,Libert_,Algeria,Print,Print Reporter,"Corruption, Politics",No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1995/zineddine-aliou-salah.php
1995,1-Jan-95,Vladimir Zhitarenko,Male,Russia,Krasnaya Zvezda,Russia,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/1995/vladimir-zhitarenko.php
1994,22-Dec-94,Cynthia Elbaum,Female,Russia,Freelancer,United States,Print,Photographer,War,Yes,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/1994/cynthia-elbaum.php
1994,8-Dec-94,Chan Dara,Male,Cambodia,Koh Santepheap,Cambodia,Print,Print Reporter,Corruption,No,Local,Military Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/1994/chan-dara.php
1994,6-Dec-94,Mohammad Samdani Warsi,Male,Pakistan,Parcham,Pakistan,Print,unknown,unknown,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1994/mohammad-samdani-warsi.php
1994,4-Dec-94,Said Mekbel,Male,Algeria,Le Matin,Algeria,Print,Editor,"Business, Culture, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1994/said-mekbel.php
1994,4-Dec-94,Mohammed Salahuddin,Male,Pakistan,Takbeer,Pakistan,Print,Editor,Politics,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1994/mohammed-salahuddin.php
1994,30-Nov-94,Nasseredine Lekhal,Male,Algeria,El-Massa,Algeria,Print,Print Reporter,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1994/nasseredine-lekhal.php
1994,30-Nov-94,Ahmed Issaad,Male,Algeria,Algerian Television,Algeria,Television,Broadcast,War,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1994/ahmed-issaad.php
1994,12-Nov-94,Adolphe Missamba Ndengi Kavula,Male,Democratic Republic of the Congo,Nsemo,Zaire,Print,Editor,Politics,No,Local,Government Officials,Murder,Yes,Unknown,No,"No
",https://www.cpj.org/killed/1994/adolphe-missamba-ndengi-kavula.php
1994,20-Oct-94,Mohamed Salah Benachour,Male,Algeria,Algerian Press Service,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1994/mohamed-salah-benachour.php
1994,20-Oct-94,Farah Ziane,Male,Algeria,R_volution Africaine,Algeria,Print,Editor,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1994/farah-ziane.php
1994,17-Oct-94,Dmitry Kholodov,Male,Russia,Mosckovski Komsomolets,Russia,Print,Print Reporter,"Corruption, Crime",No,Local,Military Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1994/dmitry-kholodov.php
1994,16-Oct-94,Tayeb Bouterfif,Male,Algeria,Algerian Radio,Algeria,Radio,Broadcast,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1994/tayeb-bouterfif.php
1994,12-Oct-94,Lahcene Bensaadallah,Male,Algeria,El-Irshad,Algeria,Print,Editor,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1994/lahcene-bensaadallah.php
1994,25-Sep-94,Smail Sbaghdi,Male,Algeria,Algerian Press Service,Algeria,Print,Print Reporter,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/1994/smail-sbaghdi.php
1994,25-Sep-94,Mouloud Barroudi,Male,Algeria,National Agency of Filmed News,Algeria,Television,Camera Operator,"Culture, Politics",No,Local,Unknown Fire,Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/1994/mouloud-barroudi.php
1994,14-Sep-94,Alexis Bandyatuyaga,Male,Burundi,National Radio and Television of Burundi,Burundi,"Radio, Television",Broadcast,Human Rights,No,Local,Military Officials,Murder,Yes,Yes,Yes,"No
",https://www.cpj.org/killed/1994/alexis-bandyatuyaga.php
