Year,Date,Name,Sex,Country_killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local_Foreign,Source_of_Fire,Type_of_Death,Impunity_for_Murder,Taken_Captive,Threatened,Tortured,Link
2013,27-May-13,Yara Abbas,Female,Syria,Al-Ikhbariya,Syria,Television,Broadcast,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2013/yara-abbas.php
2013,24-Apr-13,Youssef Younis,Male,Syria,Freelance,Syrian,Internet,"Broadcast, Camera Operator","Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2013/youssef-younis.php
2013,21-Apr-13,Mohamed Ibrahim Raage,Male,Somalia,"Radio Mogadishu, Somali National Television",Somalia,"Radio, Television","Broadcast, Producer",Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2013/mohamed-ibrahim-raage.php
2013,16-Apr-13,Aslam Durrani,Male,Pakistan,Daily Pakistan,Pakistan,Print,Editor,Politics,No,Local,Political Group,Dangerous Assignment,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2013/aslam-durrani.php
2013,14-Apr-13,Walgney Assis Carvalho,Male,Brazil,Freelance,Brazil,Print,Photographer,Crime,Yes,Local,Government Officials,Murder,Partial,No,No,"No
",https://www.cpj.org/killed/2013/walgney-assis-carvalho.php
2013,8-Apr-13,Mikhail Beketov,Male,Russia,Khimkinskaya Pravda,Russia,Print,"Editor, Print Reporter",Politics,No,Local,Government Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2013/mikhail-beketov.php
unknown,Unknown,Abdul Raheem Kour Hassan,Male,Syria,Watan FM,Syria,"Radio, Internet","Broadcast, Photographer, Publisher","Human Rights, Politics, War",No,Local,Government Officials,Dangerous Assignment,,Yes,No,"Yes
",https://www.cpj.org/killed/2013/abdul-raheem-kour-hassan.php
2013,29-Mar-13,Amer Diab,Male,Syria,Freelance,Syria,Internet,"Broadcast, Camera Operator","Human Rights, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2013/amer-diab.php
2013,14-Mar-13,Mahmoud Natouf,Male,Syria,"Sana al-Thawra, Moadamyat Al-Sham Media Center",Syria,Internet,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2013/mahmoud-natouf.php
2013,10-Mar-13,Ghaith Abd al-Jawad,Male,Syria,Qaboun Media Center,Syria,Internet,"Camera Operator, Photographer","Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2013/ghaith-abd-al-jawad.php
2013,10-Mar-13,Amr Badir al-Deen Junaid,Male,Syria,Qaboun Media Center,Syria,Internet,"Camera Operator, Photographer","Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2013/amr-badir-al-deen-junaid.php
2013,8-Mar-13,Rodrigo Neto,Male,Brazil,Rödio Vanguarda and Vale do Aço,Brazil,"Print, Radio","Broadcast, Print Reporter",Crime,No,Local,Government Officials,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2013/rodrigo-neto.php
2013,3-Mar-13,Walid Jamil Amira,Male,Syria,Jobar Media Center,Syria,Internet,"Camera Operator, Photographer","Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2013/walid-jamil-amira.php
2013,24-Feb-13,Olivier Voisin,Male,Syria,Freelance,France,"Print, Internet",Photographer,"Human Rights, Politics, War",Yes,Foreign,Unknown Fire,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2013/olivier-voisin.php
2013,22-Feb-13,Mafaldo Bezerra Goes,Male,Brazil,FM Rio Jaguaribe,Brazil,Radio,Broadcast,Crime,No,Local,Criminal Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2013/mafaldo-bezerra-goes.php
2013,17-Feb-13,Mohamed Saeed al-Hamwi,Male,Syria,Qaboun Media Center,Syria,Internet,"Broadcast, Camera Operator","Human Rights, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2013/mohamed-saeed-al-hamwi.php
2013,15-Feb-13,Youssef Adel Bakri (Youssef Abu Jad),Male,Syria,Halab News Network ,Syria,Internet,"Broadcast, Camera Operator","Human Rights, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2013/youssef-adel-bakri-youssef-abu-jad.php
2013,15-Feb-13,Ahmed Rajib Haider,Male,Bangladesh,Freelance,Bangladesh,Internet,Internet Reporter,"Corruption, Human Rights, Politics",Yes,Local,Political Group,Murder,No,No,Yes,"No
",https://www.cpj.org/killed/2013/ahmed-rajib-haider-1.php
2013,31-Jan-13,Loay al-Nimir,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Unknown Fire,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2013/loay-al-nimir.php
2013,31-Jan-13,Issam Obeid,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Unknown Fire,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2013/issam-obeid.php
2013,31-Jan-13,Abdel Karim Nazir Ismail,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Unknown Fire,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2013/abdel-karim-nazir-ismail.php
2013,18-Jan-13,Mohamed al-Mesalma,Male,Syria,Al-Jazeera,Syria,Television,Broadcast,War,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2013/mohamed-al-mesalma.php
2013,18-Jan-13,Abdihared Osman Aden,Male,Somalia,Shabelle Media Network,Somalia,"Radio, Television",Producer,"Culture, Politics",Yes,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2013/abdihared-osman-aden.php
2013,17-Jan-13,Yves Debay,Male,Syria,Assault,France,Internet,Internet Reporter,War,No,Foreign,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2013/yves-debay.php
2013,13-Jan-13,Bassem Fawaz al-Zabi,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, Politics",Yes,Local,Unknown Fire,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2013/bassem-fawaz-al-zabi.php
2013,10-Jan-13,Mirza Iqbal Hussain,Male,Pakistan,News Network International,Pakistan,Internet,Photographer,"Crime, Human Rights, Politics",No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2013/mirza-iqbal-hussain.php
2013,10-Jan-13,Saif ur Rehman,Male,Pakistan,Samaa TV,Pakistan,Television,Broadcast,"Crime, Human Rights, Politics",No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2013/saif-ur-rehman.php
2013,10-Jan-13,Imran Shaikh,Male,Pakistan,Samaa TV,Pakistan,Television,Camera Operator,"Crime, Human Rights, Politics",No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2013/imran-shaikh.php
2013,4-Jan-13,Suhail Mahmoud al-Ali,Male,Syria,Dunya TV,Syria,Television,"Broadcast, Editor",War,No,Local,Political Group,Murder,Yes,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2013/suhail-mahmoud-al-ali.php
2012,23-Dec-12,Dwijamani Singh,Male,India,Prime News,India,Television,"Broadcast, Camera Operator",Politics,No,Local,Government Officials,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2012/bwizamani-singh.php
2012,21-Dec-12,Abd al-Karim al-Ezzo,Male,Syria,Freelance,Syria,Internet,Camera Operator,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2012/abd-al-karim-al-ezzo.php
2012,12-Dec-12,Al-Hosseiny Abou Deif,Male,Egypt,El-Fagr,Egypt,"Print, Internet","Internet Reporter, Print Reporter","Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2012/al-hosseiny-abou-deif.php
2012,5-Dec-12,Kazbek Gekkiyev,Male,Russia,VGTRK,Russia,Television,Broadcast,Culture,No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2012/kazbek-gekkiyev.php
2012,4-Dec-12,Naji Asaad,Male,Syria,Tishreen,Syria,Print,Editor,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2012/naji-asaad.php
2012,28-Nov-12,Mohamed Quratem,Male,Syria,Enab Baladi,Syria,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2012/mohamed-quratem.php
2012,27-Nov-12,Guillermo Quiroz Delgado,Male,Colombia,Freelance,Colombia,"Print, Television","Broadcast, Print Reporter",Politics,Yes,Local,Government Officials,Dangerous Assignment,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2012/guillermo-quiroz-delgado.php
2012,25-Nov-12,Mohamed al-Khal,Male,Syria,Freelance,Syria,"Television, Internet",Camera Operator,"Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2012/mohamed-al-khal.php
2012,22-Nov-12,Saqib Khan,Male,Pakistan,Ummat,Pakistan,"Print, Internet",Photographer,"Business, Corruption",No,Local,Political Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2012/saqib-khan.php
2012,21-Nov-12,Basel Tawfiq Youssef,Male,Syria,Syrian State TV,Syria,Television,Broadcast,"Politics, War",No,Local,Political Group,Crossfire/Combat-Related,,No,Yes,"No
",https://www.cpj.org/killed/2012/basel-tawfiq-youssef.php
2012,21-Nov-12,Eduardo Carvalho,Male,Brazil,Öltima Hora News,Brazil,Internet,Publisher,"Corruption, Crime",No,Local,Government Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2012/eduardo-carvalho.php
2012,20-Nov-12,Hussam Salama,Male,Israel,Al-Aqsa,Palestinian,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2012/hussam-salama.php
2012,20-Nov-12,Mahmoud al-Kumi,Male,Israel,Al-Aqsa,Palestinian,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2012/mahmoud-al-kumi.php
2012,19-Nov-12,Hozan Abdel Halim Mahmoud,Male,Syria,Freelance,Syria,Internet,"Camera Operator, Internet Reporter",War,Yes,Local,Paramilitary Group,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2012/hozan-abdel-halim-mahmoud.php
2012,18-Nov-12,Rehmatullah Abid,Male,Pakistan,"Dunya News TV, Intikhaab",Pakistan,"Print, Television","Broadcast, Camera Operator, Print Reporter","Business, Corruption, Crime, Human Rights, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2012/rehmatullah-abid.php
2012,14-Nov-12,Adriön Silva Moreno,Male,Mexico,Freelance,Mexico,Print,Print Reporter,Crime,Yes,Local,Criminal Group,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2012/adrian-silva-moreno.php
2012,9-Nov-12,Ayham Mostafa Ghazzoul,Male,Syria,Syrian Center for Media and Freedom of Expression,Syria,Internet,Broadcast,"Human Rights, War",No,Local,Political Group,Dangerous Assignment,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2012/ayham-mostafa-ghazzoul.php
2012,3-Nov-12,Sattar Beheshti,Male,Iran,Freelance,Iran,Internet,Internet Reporter,"Corruption, Human Rights, Politics",Yes,Local,Government Officials,Dangerous Assignment,,Yes,Yes,"Yes
",https://www.cpj.org/killed/2012/sattar-beheshti.php
2012,28-Oct-12,Mohamed Mohamud Turyare,Male,Somalia,Shabelle Media Network,Somali,"Radio, Internet","Broadcast, Editor","Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2012/mohamed-mohamud-turyare.php
2012,23-Oct-12,Ahmed Farah Ilyas,Male,Somalia,Universal TV,Somali,Television,Broadcast,"Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2012/ahmed-farah-ilyas.php
2012,10-Oct-12,Mohammed al-Ashram,Male,Syria,Al-Ikhbariya,Syria,Television,Camera Operator,"Politics, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2012/mohammed-al-ashram.php
2012,7-Oct-12,Mushtaq Khand,Male,Pakistan,Dharti Television Network and Mehran,Pakistan,"Print, Television","Broadcast, Print Reporter","Crime, Politics, War",No,Local,Unknown Fire,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2012/mushtaq-khand.php
2012,3-Oct-12,Mona al-Bakkour,Female,Syria,Al-Thawra and Syria al-Qalaa,Syria,"Print, Internet","Editor, Print Reporter","Politics, War",No,Local,Unknown Fire,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2012/mona-al-bakkour.php
2012,29-Sep-12,Abdul Haq Baloch,Male,Pakistan,ARY Television,Pakistan,Television,Broadcast,"Crime, Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2012/abdul-haq-baloch.php
2012,26-Sep-12,Maya Naser,Male,Syria,Press TV,Syria,Television,Broadcast,"Politics, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2012/maya-naser.php
2012,21-Sep-12,Hassan Yusuf Absuge,Male,Somalia,Radio Maanta,Somalia,Radio,"Broadcast, Producer","Crime, Culture, Politics",No,Local,Political Group,Murder,Partial,No,No,"No
",https://www.cpj.org/killed/2012/hassan-yusuf-absuge.php
2012,20-Sep-12,Liban Ali Nur,Male,Somalia,Somali National TV,Somalia,Television,Editor,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2012/liban-ali-nur.php
2012,20-Sep-12,Abdisatar Daher Sabriye,Male,Somalia,Radio Mogadishu,Somalia,Radio,Editor,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2012/abdisatar-daher-sabriye.php
2012,20-Sep-12,Abdirahman Yasin Ali,Male,Somalia,Radio Hamar,Somalia,Radio,Editor,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2012/abdirahman-yasin-ali.php
2012,19-Sep-12,Abdel Karim al-Oqda,Male,Syria,Shaam News Network,Syria,Internet,Camera Operator,"Human Rights, War",No,Local,Military Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2012/abdel-karim-al-oqda.php
2012,16-Sep-12,Yusuf Ahmed Deeb,Male,Syria,Liwaa Al-Fatih,Syria,Print,Editor,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2012/yusuf-ahmed-deeb.php
2012,11-Sep-12,Hang Serei Odom,Male,Cambodia,Virakchun Khmer Daily,Cambodia,Print,Print Reporter,"Business, Corruption, Crime, Politics",No,Local,"Criminal Group, Military Officials",Murder,Yes,Yes,No,"No
",https://www.cpj.org/killed/2012/hang-serei-odom.php
2012,9-Sep-12,Tamer al-Awam,Male,Syria,Freelance,Syrian,Television,Camera Operator,"Human Rights, Politics, War",Yes,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2012/tamer-al-awam.php
2012,2-Sep-12,Daudi Mwangosi,Male,United Republic of Tanzania,Channel Ten,Tanzania,Television,Broadcast,Politics,No,Local,Military Officials,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2012/daudi-mwangosi.php
2012,22-Aug-12,Mosaab al-Obdaallah,Male,Syria,Tishreen,Syria,"Print, Internet","Internet Reporter, Print Reporter","Culture, Politics, Sports, War",Yes,Local,Government Officials,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2012/mosaab-al-obdaallah.php
2012,20-Aug-12,Mika Yamamoto,Female,Syria,Japan Press,Japan,"Television, Internet","Camera Operator, Photographer",War,No,Foreign,Military Officials,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2012/mika-yamamoto.php
2012,11-Aug-12,Ali Abbas,Male,Syria,SANA,Syria,"Television, Internet",Editor,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2012/ali-abbas.php
2012,10-Aug-12,Hatem Abu Yehia,Male,Syria,Al-Ikhbariya,Syria,Television,Camera Operator,"Politics, War",No,Local,Unknown Fire,Unknown,,Yes,No,"No
",https://www.cpj.org/killed/2012/hatem-abu-yehia.php
2012,12-Jul-12,Ihsan al-Buni,Male,Syria,Al-Thawra,Syria,"Print, Internet",Photographer,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2012/ihsan-al-buni.php
2012,5-Jul-12,Val_rio Luiz de Oliveira,Male,Brazil,Radio Jornal,Brazil,Radio,Columnist,Sports,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2012/valerio-luiz-de-oliveira.php
2012,1-Jul-12,Byron Baldeãn,Male,Ecuador,Freelance,Ecuador,Print,Photographer,Crime,Yes,Local,Unknown Fire,Murder,Yes,No,Unknown,"No
",https://www.cpj.org/killed/2012/byron-baldeon.php
2012,27-Jun-12,Mohammad Shamma,Male,Syria,Al-Ikhbariya,Syria,Television,Technician,Politics,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2012/mohammad-shamma.php
2012,27-Jun-12,Sami Abu Amin,Male,Syria,Al-Ikhbariya,Syria,Television,Broadcast,Politics,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2012/sami-abu-amin.php
2012,15-Jun-12,Jamal Uddin,Male,Bangladesh,Gramer Kagoj,Bangladesh,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2012/jamal-uddin.php
2012,28-May-12,Abdul Qadir Hajizai,Male,Pakistan,WASH TV,Pakistan,Television,Broadcast,"Politics, War",Yes,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2012/abdul-qadir-hajizai.php
2012,28-May-12,Ahmed al-Assam,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2012/ahmed-al-assam.php
2012,28-May-12,Bassel al-Shahade,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2012/bassel-al-shahade.php
2012,27-May-12,Ahmed Adnan al-Ashlaq,Male,Syria,Shaam News Network,Syria,Internet,Camera Operator,"Human Rights, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2012/ahmed-adnan-al-ashlaq.php
2012,27-May-12,Lawrence Fahmy al-Naimi,Male,Syria,Shaam News Network,Syria,Internet,Camera Operator,"Human Rights, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2012/lawrence-fahmy-al-naimi.php
2012,27-May-12,Ammar Mohamed Suhail Zado,Male,Syria,Shaam News Network,Syria,Internet,Camera Operator,"Human Rights, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2012/ammar-mohamed-suhail-zado.php
2012,24-May-12,Ahmed Addow Anshur,Male,Somalia,Shabelle Media Network,Somalia,Radio,"Broadcast, Columnist, Producer",Politics,No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2012/ahmed-addow-anshur.php
2012,19-May-12,Razzaq Gul,Male,Pakistan,Express News TV,Pakistan,Television,Broadcast,"Politics, War",No,Local,Unknown Fire,Murder,Yes,Yes,No,"Yes
",https://www.cpj.org/killed/2012/razzaq-gul.php
2012,2-May-12,Farhan Jeemis Abdulle,Male,Somalia,Radio Daljir and Simba Radio,Somalia,Radio,"Broadcast, Columnist, Producer","Culture, Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2012/farhan-jeemis-abdulle.php
2012,28-Apr-12,Regina Martênez P_rez,Male,Mexico,Proceso,Mexico,Print,Print Reporter,"Crime, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2012/regina-martinez-perez-1.php
2012,23-Apr-12,D_cio Sö,Male,Brazil,O Estado do Maranh o and Blog do D_cio,Brazil,"Print, Internet","Internet Reporter, Print Reporter","Corruption, Politics",No,Local,Criminal Group,Murder,Partial,No,Yes,"No
",https://www.cpj.org/killed/2012/decio-sa.php
2012,9-Apr-12,Ali Shaaban,Male,Lebanon,Al-Jadeed,Lebanon,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
",https://www.cpj.org/killed/2012/ali-shaaban.php
2012,8-Apr-12,Leiron Kogoya,Male,Indonesia,Papua Pos Nabire and Pasifik Pos Dail,Indonesia,"Print, Internet",Print Reporter,"Culture, Human Rights, Politics",No,Local,Unknown Fire,Dangerous Assignment,,No,No,"No
",https://www.cpj.org/killed/2012/angelbertha-sinaga.php
2012,5-Apr-12,Mahad Salad Adan,Male,Somalia,Shabelle Media Network,Somalia,"Radio, Internet",Broadcast,Politics,Yes,Local,Political Group,Murder,Yes,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2012/mahad-salad-adan.php
2012,31-Mar-12,Ahmed Ismail Hassan,Male,Bahrain,Freelance,Bahrain,Internet,Camera Operator,"Human Rights, Politics",Yes,Local,Paramilitary Group,Dangerous Assignment,,Unknown,No,Unknown,https://www.cpj.org/killed/2012/ahmed-ismail-hassan.php
2012,4-Mar-12,Ali Ahmed Abdi,Male,Somalia,Freelance,Somali,"Radio, Internet","Broadcast, Columnist, Internet Reporter","Human Rights, Politics, War",Yes,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2012/ali-ahmed-abdi.php
2012,1-Mar-12,Rajesh Mishra,Male,India,Media Raj,Indian,Print,Print Reporter,Corruption,No,Local,Criminal Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2012/rajesh-mishra.php
2012,28-Feb-12,Abukar Hassan Mohamoud,Male,Somalia,Somaliweyn Radio,Somali,Radio,Editor,"Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2012/abukar-hassan-mohamoud.php
2012,24-Feb-12,Anas al-Tarsha,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2012/anas-al-tarsha.php
2012,22-Feb-12,R_mi Ochlik,Male,Syria,Freelance,France,Print,Photographer,"Human Rights, War",Yes,Foreign,Military Officials,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2012/remi-ochlik.php
2012,22-Feb-12,Marie Colvin,Female,Syria,The Sunday Times,American,Print,Print Reporter,"Human Rights, War",No,Foreign,Military Officials,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2012/marie-colvin.php
2012,21-Feb-12,Rami al-Sayed,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2012/rami-al-sayed.php
2012,9-Feb-12,Mario Randolfo Marques Lopes,Male,Brazil,Vassouras na Net,Brazil,Internet,Internet Reporter,"Corruption, Crime, Politics",No,Local,Government Officials,Murder,Yes,Yes,Yes,"No
",https://www.cpj.org/killed/2012/mario-randolfo-marques-lopes.php
2012,4-Feb-12,Mazhar Tayyara,Male,Syria,Freelance,Syria,"Television, Internet",Camera Operator,"Human Rights, Politics",Yes,Local,Military Officials,Crossfire/Combat-Related,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2012/mazhar-tayyara.php
2012,28-Jan-12,Hassan Osman Abdi,Male,Somalia,Shabelle Media Network,Somali,"Radio, Television","Broadcast, Editor, Producer","Business, Corruption, Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2012/hassan-osman-abdi.php
2012,20-Jan-12,Enenche Akogwu,Male,Nigeria,Channels TV,Nigeria,Television,"Broadcast, Camera Operator","Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2012/enenche-akogwu.php
2012,17-Jan-12,Mukarram Khan Aatif,Male,Pakistan,Freelance,Pakistan,"Radio, Television",Broadcast,"Politics, War",Yes,Local,"Military Officials, Political Group",Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2012/mukarram-khan-aatif.php
2012,12-Jan-12,"Wisut ""Ae"" Tangwittayaporn",Male,Thailand,Inside Phuket,Thailand,Print,Publisher,Business,No,Local,Local Residents,Murder,Yes,No,No,"No
",https://www.cpj.org/killed/2012/wisut-ae-tangwittayaporn.php
2012,11-Jan-12,Gilles Jacquier,Male,Syria,France 2,France,Television,Broadcast,"Human Rights, Politics",No,Foreign,Unknown Fire,Dangerous Assignment,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2012/gilles-jacquier.php
2012,5-Jan-12,Christopher Guarin,Male,Philippines,Radyo Mo Nationwide and Tatak News,Philippines,"Print, Radio","Internet Reporter, Publisher","Business, Politics",No,Local,Local Residents,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2012/christopher-guarin-1.php
2011,27-Dec-11,Basil al-Sayed,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, Politics",Yes,Local,Military Officials,Dangerous Assignment,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2011/basil-al-sayed.php
2011,18-Dec-11,Abdisalan Sheikh Hassan,Male,Somalia,Freelance,Somalia,"Radio, Television",Broadcast,"Human Rights, Politics",Yes,Local,"Government Officials, Military Officials",Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2011/abdisalan-sheikh-hassan.php
2011,15-Dec-11,Gadzhimurad Kamalov,Male,Russia,Chernovik,Russia,Print,"Editor, Publisher","Corruption, Human Rights, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2011/gadzhimurad-kamalov.php
2011,23-Nov-11,Rafiq Tagi,Male,Azerbaijan,Freelance,Azerbaijan,Internet,Internet Reporter,"Culture, Politics",Yes,Local,Political Group,Murder,Yes,No,Yes,"No
",https://www.cpj.org/killed/2011/rafiq-tagi.php
2011,"November 19 or 20, 2011",Ferzat Jarban,Male,Syria,Freelance,Syria,Television,Camera Operator,Politics,Yes,Local,Government Officials,Dangerous Assignment,,Unknown,Unknown,Unknown,https://www.cpj.org/killed/2011/ferzat-jarban.php
